AV_x,AV_y,AV_steer,AV_vel,AV_yaw,npc_x,npc_y,Rollout_num,is_attack
197.61,-130.97,0.02,2.46,-0.03,205.27,-133.47,2,0
198.12,-130.99,-0.01,2.75,-0.03,205.87,-133.47,2,0
198.69,-130.99,0.01,2.96,-0.03,206.47,-133.47,2,0
199.37,-131,0.03,3.21,-0.02,207.13,-133.47,2,0
200.04,-130.99,0.02,3.48,-0.02,207.73,-133.47,2,0
200.82,-131.04,0.04,3.72,-0.02,208.39,-133.47,2,0
201.61,-131.04,-0.01,3.97,-0.02,208.99,-133.47,2,0
202.42,-131.05,0.02,4.23,-0.01,209.59,-133.47,2,0
203.28,-131.06,-0.02,4.45,-0.01,210.19,-133.47,2,0
204.2,-131.07,-0.02,4.66,-0.01,210.79,-133.47,2,0
205.24,-131.05,0.03,4.94,-0.01,211.45,-133.47,2,0
206.27,-131.06,0.01,5.18,0.01,212.05,-133.47,2,0
207.43,-131.07,-0.01,5.46,0.01,212.71,-133.47,2,0
208.54,-131.06,-0.01,5.55,0.01,213.31,-133.47,2,0
209.64,-131.05,0.02,5.52,0.01,213.91,-133.47,2,0
210.89,-131.03,0.01,5.55,0.01,214.57,-133.47,2,0
211.96,-131.05,-0.02,5.55,0.01,215.17,-133.47,2,0
213.07,-131.03,0.01,5.55,-0.01,215.77,-133.47,2,0
214.18,-131.06,0.01,5.55,-0.01,216.37,-133.47,2,0
215.27,-131.07,0.01,5.55,0.01,216.97,-133.47,2,0
216.38,-131.07,0.01,5.55,-0.01,217.57,-133.47,2,0
217.62,-131.05,0.02,5.55,-0.01,218.23,-133.47,2,0
218.74,-131.06,0.01,5.51,-0.01,218.83,-133.47,2,0
219.83,-131.09,0.01,5.52,0.01,219.43,-133.47,2,0
220.94,-131.07,-0.02,5.55,0.01,220.03,-133.47,2,0
222.06,-131.08,-0.02,5.55,-0.01,220.63,-133.47,2,0
223.17,-131.08,0.01,5.55,-0.01,221.23,-133.47,2,0
224.27,-131.09,0.02,5.55,-0.01,221.83,-133.47,2,0
225.38,-131.09,0.01,5.55,-0.01,222.43,-133.47,2,0
226.49,-131.06,-0.02,5.52,0.01,223.03,-133.47,2,0
227.68,-131.08,-0.01,5.55,0.01,223.69,-133.47,2,0
228.81,-131.07,-0.01,5.55,0.01,224.29,-133.47,2,0
230.02,-131.09,-0.1,5.51,-0.03,224.95,-133.48,4,0
231.25,-131.15,-0.19,5.55,-0.09,225.61,-133.48,4,0
232.46,-131.32,-0.17,5.52,-0.18,226.27,-133.48,4,0
233.51,-131.54,-0.09,5.55,-0.24,226.87,-133.48,4,0
234.6,-131.83,-0.02,5.55,-0.26,227.47,-133.48,4,0
235.77,-132.14,0.07,5.52,-0.25,228.13,-133.48,4,0
236.75,-132.36,0.14,2.27,-0.21,228.73,-133.48,4,0
237.56,-132.51,0.11,4.17,-0.17,229.33,-133.48,4,0
238.42,-132.63,0.05,4.36,-0.15,229.93,-133.48,4,0
239.3,-132.75,-0.06,4.6,-0.15,230.53,-133.48,4,0
240.33,-132.91,0.01,4.87,-0.16,231.19,-133.48,4,0
241.39,-133.08,0.06,5.11,-0.15,231.85,-133.48,4,0
242.53,-133.22,0.1,5.35,-0.11,232.51,-133.48,4,0
243.62,-133.29,0.08,5.55,-0.07,233.11,-133.48,4,0
244.83,-133.36,0.04,5.55,-0.04,233.77,-133.48,4,0
245.93,-133.39,0.02,5.55,-0.03,234.37,-133.48,4,0
247.07,-133.42,0.01,5.55,-0.02,234.97,-133.48,4,0
248.26,-133.43,0.01,5.51,-0.02,235.63,-133.48,4,0
249.48,-133.44,0.02,5.55,-0.02,236.29,-133.48,4,0
250.59,-133.47,0.02,5.52,-0.02,236.89,-133.48,4,0
251.82,-133.47,0.02,5.55,-0.01,237.55,-133.48,4,0
253.03,-133.45,0.02,5.55,0.01,238.21,-133.48,4,0
254.13,-133.46,0.02,5.52,0.01,238.81,-133.48,4,0
255.37,-133.47,-0.02,5.55,0.01,239.47,-133.48,4,0
256.46,-133.47,-0.02,5.55,-0.01,240.07,-133.48,4,0
257.67,-133.48,-0.01,5.52,-0.01,240.73,-133.48,4,0
258.77,-133.47,0.02,5.52,0.01,241.33,-133.48,4,0
259.9,-133.45,-0.01,5.54,0.01,241.93,-133.48,4,0
260.99,-133.47,-0.03,5.55,-0.01,242.53,-133.48,4,0
262.09,-133.48,0.02,5.53,-0.01,243.13,-133.48,4,0
263.21,-133.48,0.02,5.55,0.01,243.73,-133.48,4,0
264.33,-133.47,0.03,5.55,0.02,244.33,-133.48,4,0
265.43,-133.45,-0.03,5.52,0.02,244.93,-133.48,4,0
266.53,-133.44,-0.03,5.51,-0.01,245.53,-133.48,4,0
267.75,-133.46,-0.01,5.55,-0.02,246.19,-133.48,4,0
268.87,-133.46,0.03,5.52,-0.02,246.79,-133.48,4,0
269.97,-133.48,0.03,5.55,-0.01,247.39,-133.49,4,0
271.08,-133.47,0.01,5.53,-0.01,247.99,-133.49,4,0
272.32,-133.47,0.02,5.55,0.01,248.65,-133.49,4,0
273.54,-133.47,-0.03,5.55,0.01,249.31,-133.49,4,0
274.64,-133.48,-0.02,5.55,0.01,249.91,-133.49,4,0
275.73,-133.47,-0.02,5.55,-0.01,250.51,-133.49,4,0
276.85,-133.5,0.01,5.55,-0.01,251.11,-133.49,4,0
277.96,-133.48,0.01,5.55,-0.01,251.71,-133.49,4,0
279.17,-133.49,0.01,5.55,-0.01,252.37,-133.49,4,0
280.4,-133.5,0.02,5.55,0.01,253.03,-133.49,4,0
281.51,-133.51,-0.01,5.52,-0.01,253.63,-133.49,4,0
282.7,-133.5,-0.02,5.55,-0.01,254.29,-133.49,4,0
283.81,-133.48,-0.01,5.55,-0.01,254.89,-133.49,4,0
285.05,-133.52,-0.01,5.54,-0.01,255.55,-133.49,4,0
102.24,-133.42,-0.06,1.79,-0.01,127.25,-133.3,4,0
102.61,-133.42,-0.05,1.97,-0.01,127.4,-133.31,4,0
103.04,-133.43,0.25,2.13,0.01,127.71,-133.31,2,0
103.52,-133.42,0.36,2.38,0.07,128.19,-133.31,2,0
104,-133.37,0.05,2.65,0.11,128.76,-133.31,2,0
104.61,-133.31,-0.01,2.92,0.1,129.42,-133.31,2,0
105.2,-133.23,0.06,3.19,0.1,130.02,-133.31,1,0
105.86,-133.17,0.15,3.44,0.12,130.62,-133.31,1,0
106.53,-133.08,0.21,3.67,0.17,131.22,-133.31,1,0
107.27,-132.94,0.17,3.92,0.22,131.82,-133.32,1,0
108.13,-132.73,0.1,4.17,0.26,132.48,-133.32,1,0
108.94,-132.53,0.09,4.41,0.28,133.08,-133.33,1,0
109.84,-132.27,0.07,4.69,0.3,133.68,-133.33,1,0
110.75,-131.99,-0.01,4.93,0.31,134.28,-133.34,1,0
111.7,-131.68,0.02,5.2,0.31,134.88,-133.34,1,0
112.72,-131.35,0.02,5.45,0.31,135.48,-133.35,1,0
113.87,-131.01,0.01,5.55,0.32,136.14,-133.36,1,0
115.03,-130.6,-0.09,5.55,0.3,136.8,-133.37,1,0
116.12,-130.31,-0.17,5.55,0.25,137.4,-133.38,2,0
117.29,-130.11,-0.22,5.55,0.15,138.06,-133.39,1,0
118.51,-129.96,-0.2,5.55,0.04,138.72,-133.39,1,0
119.62,-129.96,-0.12,5.55,-0.05,139.32,-133.4,1,0
120.83,-130.09,-0.03,5.52,-0.09,139.98,-133.41,1,0
121.93,-130.17,0.06,5.55,-0.09,140.58,-133.42,1,0
123.04,-130.25,0.15,5.52,-0.06,141.18,-133.42,1,0
124.11,-130.28,0.11,5.51,0.01,141.78,-133.43,1,0
125.24,-130.26,0.05,5.55,0.05,142.38,-133.43,1,0
126.46,-130.19,-0.05,5.52,0.05,143.03,-133.44,1,0
127.58,-130.15,-0.05,5.53,0.03,143.64,-133.44,1,0
128.8,-130.11,0.01,5.55,0.01,144.3,-133.44,1,0
129.9,-130.12,0.01,5.55,0.02,144.9,-133.44,2,0
131.14,-130.09,-0.09,5.55,0.01,145.56,-133.44,2,0
132.32,-130.13,-0.11,5.55,-0.05,146.22,-133.44,2,0
133.45,-130.19,-0.08,5.55,-0.1,146.82,-133.44,2,0
134.64,-130.33,0.02,5.55,-0.12,147.48,-133.44,2,0
135.77,-130.45,0.07,5.55,-0.1,148.08,-133.44,2,0
136.86,-130.53,0.04,5.55,-0.08,148.68,-133.44,2,0
138.06,-130.64,0.01,5.54,-0.07,149.33,-133.44,2,0
139.19,-130.71,-0.01,5.52,-0.07,149.93,-133.44,2,0
140.4,-130.76,-0.01,5.55,-0.08,150.6,-133.44,2,0
141.5,-130.84,0.02,5.55,-0.07,151.19,-133.44,2,0
142.61,-130.93,0.05,5.55,-0.06,151.8,-133.44,2,0
143.81,-130.98,0.04,5.52,-0.03,152.46,-133.44,2,0
145.04,-131,0.02,5.53,-0.02,153.11,-133.44,2,0
146.15,-131.01,-0.01,5.55,-0.01,153.72,-133.44,2,0
147.38,-131.03,0.01,5.51,-0.01,154.38,-133.44,2,0
148.49,-131.04,0.01,5.52,-0.01,154.98,-133.44,2,0
149.71,-131.03,-0.01,5.55,0.01,155.64,-133.44,2,0
150.88,-131.04,-0.02,5.54,-0.01,156.3,-133.44,2,0
152.02,-131.02,0.01,5.52,-0.01,156.9,-133.44,2,0
153.23,-131.04,0.02,5.55,0.01,157.56,-133.44,2,0
154.45,-131.03,-0.02,5.55,0.01,158.22,-133.44,2,0
155.65,-131.02,-0.01,5.55,0.01,158.87,-133.45,2,0
156.78,-131.02,-0.02,5.51,-0.01,159.48,-133.45,2,0
157.9,-131.04,0.01,5.53,-0.01,160.08,-133.45,2,0
158.99,-131.03,0.01,5.55,-0.01,160.68,-133.45,2,0
160.12,-131.04,0.01,5.52,-0.01,161.28,-133.45,2,0
161.32,-131.05,0.02,5.53,-0.01,161.94,-133.45,2,0
162.43,-131.06,-0.01,5.52,0.01,162.54,-133.45,2,0
163.54,-131.06,0.02,5.54,0.01,163.14,-133.45,2,0
164.76,-131.08,0.01,5.55,0.01,163.8,-133.45,2,0
165.96,-131.06,-0.01,5.55,-0.01,164.46,-133.45,2,0
167.18,-131.08,0.03,5.55,-0.01,165.11,-133.45,2,1
168.3,-131.06,0.08,5.55,0.02,165.72,-133.45,2,1
168.95,-131.03,0.07,5.55,0.04,166.08,-133.45,2,0
170.62,-130.97,-0.07,5.55,0.05,166.98,-133.45,4,0
171.72,-130.93,-0.15,5.55,0.01,167.58,-133.45,4,0
172.84,-130.95,-0.23,5.55,-0.07,168.17,-133.45,4,0
173.92,-131.09,-0.27,5.55,-0.18,168.78,-133.45,4,0
175.11,-131.38,-0.2,5.55,-0.3,169.43,-133.45,4,0
176.17,-131.75,-0.12,5.54,-0.38,170.03,-133.45,4,0
177.3,-132.2,-0.02,5.52,-0.42,170.7,-133.45,4,0
178.38,-132.7,0.09,5.55,-0.41,171.35,-133.45,4,0
179.42,-133.12,0.18,5.55,-0.37,171.96,-133.45,4,0
180.58,-133.5,0.26,5.55,-0.28,172.62,-133.45,4,0
181.67,-133.75,0.34,5.55,-0.16,173.22,-133.45,4,0
182.89,-133.82,0.32,5.55,0.02,173.88,-133.45,4,0
184.08,-133.72,0.23,5.53,0.15,174.54,-133.45,4,0
185.18,-133.52,0.15,5.52,0.23,175.14,-133.45,4,0
186.37,-133.21,0.06,5.55,0.28,175.8,-133.45,4,0
187.53,-132.86,-0.04,5.55,0.28,176.46,-133.45,4,0
188.7,-132.56,-0.13,5.51,0.24,177.11,-133.45,4,0
189.79,-132.33,-0.21,5.55,0.17,177.72,-133.45,4,0
191.01,-132.19,-0.3,5.54,0.05,178.38,-133.45,4,0
192.11,-132.24,-0.34,5.55,-0.11,178.98,-133.45,4,0
193.19,-132.44,-0.27,5.51,-0.26,179.58,-133.45,4,0
194.26,-132.77,-0.19,5.52,-0.37,180.17,-133.46,4,0
195.25,-133.19,-0.11,5.55,-0.44,180.78,-133.46,4,0
196.36,-133.73,-0.01,5.55,-0.48,181.43,-133.46,4,0
197.44,-134.29,0.09,5.55,-0.48,182.1,-133.46,4,0
198.37,-134.74,0.27,2.24,-0.43,182.7,-133.46,4,0
198.42,-134.79,0.45,0,-0.42,183.36,-133.46,4,0
198.45,-134.77,0.45,0,-0.42,183.96,-133.46,4,0
198.43,-134.79,0.45,0,-0.42,184.62,-133.46,4,0
198.43,-134.77,0.45,0,-0.42,185.27,-133.46,4,0
198.45,-134.78,0.45,0,-0.42,185.88,-133.46,4,0
198.44,-134.77,0.45,0,-0.42,186.53,-133.46,4,0
198.44,-134.77,0.45,0,-0.42,187.14,-133.46,4,0
198.43,-134.76,0.45,0,-0.42,187.8,-133.46,4,0
198.43,-134.79,0.45,0,-0.42,188.46,-133.46,4,0
198.45,-134.79,0.45,0,-0.42,189.06,-133.46,4,0
198.42,-134.79,0.45,0,-0.42,189.71,-133.46,4,0
198.44,-134.78,0.45,0,-0.42,190.38,-133.46,4,0
198.43,-134.78,0.45,0,-0.42,191.04,-133.46,4,0
198.44,-134.78,0.45,0,-0.42,191.7,-133.46,4,0
198.44,-134.78,0.45,0,-0.42,192.3,-133.46,4,0
198.43,-134.79,0.45,0,-0.42,192.95,-133.46,4,0
198.42,-134.78,0.45,0,-0.42,193.56,-133.46,4,0
198.44,-134.78,0.45,0,-0.42,194.22,-133.46,4,0
198.44,-134.8,0.45,0,-0.42,194.87,-133.46,4,0
198.44,-134.77,0.45,0,-0.42,195.48,-133.46,4,0
198.45,-134.76,0.45,0,-0.42,196.14,-133.46,4,0
198.43,-134.77,0.45,0,-0.42,196.8,-133.46,4,0
198.45,-134.78,0.45,0,-0.42,197.4,-133.46,4,0
198.43,-134.79,0.45,0,-0.42,198.06,-133.46,4,0
198.43,-134.78,0.45,0,-0.42,198.71,-133.46,4,0
198.41,-134.79,0.45,0,-0.42,199.38,-133.46,4,0
198.44,-134.78,0.45,0,-0.42,199.98,-133.46,4,0
198.44,-134.78,0.45,0,-0.42,200.58,-133.46,4,0
198.42,-134.78,0.45,0,-0.42,201.24,-133.46,4,0
198.45,-134.78,0.45,0,-0.42,201.84,-133.46,4,0
198.44,-134.78,0.45,0,-0.42,202.44,-133.47,4,0
198.45,-134.78,0.45,0,-0.42,203.04,-133.47,4,0
198.42,-134.76,0.45,0,-0.42,203.64,-133.47,4,0
198.44,-134.79,0.45,0,-0.42,204.23,-133.47,4,0
198.44,-134.78,0.45,0,-0.42,204.84,-133.47,4,0
198.43,-134.8,0.45,0,-0.42,205.43,-133.47,4,0
198.43,-134.78,0.45,0,-0.42,206.03,-133.47,4,0
198.43,-134.77,0.45,0,-0.42,206.69,-133.47,4,0
198.44,-134.79,0.45,0,-0.42,207.35,-133.47,4,0
198.44,-134.77,0.45,0,-0.42,207.96,-133.47,4,0
198.42,-134.78,0.45,0,-0.42,208.61,-133.47,4,0
198.43,-134.76,0.45,0,-0.42,209.22,-133.47,4,0
198.43,-134.78,0.45,0,-0.42,209.88,-133.47,4,0
198.44,-134.8,0.45,0,-0.42,210.53,-133.47,4,0
198.42,-134.78,0.45,0,-0.42,211.19,-133.47,4,0
198.42,-134.8,0.45,0,-0.42,211.8,-133.47,4,0
198.44,-134.79,0.45,0,-0.42,212.45,-133.47,4,0
198.42,-134.79,0.45,0,-0.42,213.11,-133.47,4,0
198.44,-134.77,0.45,0,-0.42,213.78,-133.47,4,0
198.41,-134.76,0.45,0,-0.42,214.38,-133.47,4,0
198.44,-134.78,0.45,0,-0.42,214.98,-133.47,4,0
198.44,-134.79,0.45,0,-0.42,215.58,-133.47,4,0
198.44,-134.78,0.45,0,-0.42,216.17,-133.47,4,0
198.44,-134.77,0.45,0,-0.42,216.77,-133.47,4,0
198.43,-134.79,0.45,0,-0.42,217.43,-133.47,4,0
198.44,-134.79,0.45,0,-0.42,218.04,-133.47,4,0
198.43,-134.79,0.45,0,-0.42,218.64,-133.47,4,0
198.43,-134.79,0.45,0,-0.42,219.23,-133.47,4,0
198.42,-134.77,0.45,0,-0.42,219.83,-133.47,4,0
198.43,-134.77,0.45,0,-0.42,220.44,-133.47,4,0
198.43,-134.8,0.45,0,-0.42,221.04,-133.47,4,0
198.43,-134.78,0.45,0,-0.42,221.7,-133.47,4,0
198.45,-134.8,0.45,0,-0.42,222.29,-133.47,4,0
198.45,-134.78,0.45,0,-0.42,222.89,-133.47,4,0
198.44,-134.79,0.45,0,-0.42,223.49,-133.47,4,0
198.43,-134.77,0.45,0,-0.42,224.15,-133.47,4,0
198.42,-134.8,0.45,0,-0.42,224.76,-133.48,4,0
198.44,-134.78,0.45,0,-0.42,225.41,-133.48,4,0
198.44,-134.79,0.45,0,-0.42,226.02,-133.48,4,0
198.43,-134.76,0.45,0,-0.42,226.62,-133.48,4,0
198.42,-134.77,0.45,0,-0.42,227.21,-133.48,4,0
198.45,-134.78,0.45,0,-0.42,227.81,-133.48,4,0
198.43,-134.79,0.45,0,-0.42,228.47,-133.48,4,0
198.43,-134.78,0.45,0,-0.42,229.07,-133.48,4,0
198.43,-134.8,0.45,0,-0.42,229.68,-133.48,4,0
198.43,-134.78,0.45,0,-0.42,230.27,-133.48,4,0
198.44,-134.77,0.45,0,-0.42,230.87,-133.48,4,0
198.44,-134.76,0.45,0,-0.42,231.48,-133.48,4,0
198.43,-134.77,0.45,0,-0.42,232.13,-133.48,4,0
198.44,-134.79,0.45,0,-0.42,232.79,-133.48,4,0
198.43,-134.78,0.45,0,-0.42,233.4,-133.48,4,0
198.43,-134.79,0.45,0,-0.42,234.05,-133.48,4,0
198.45,-134.79,0.45,0,-0.42,234.71,-133.48,4,0
198.44,-134.79,0.45,0,-0.42,235.31,-133.48,4,0
198.44,-134.78,0.45,0,-0.42,235.98,-133.48,4,0
198.44,-134.8,0.45,0,-0.42,236.58,-133.48,4,0
198.44,-134.77,0.45,0,-0.42,237.18,-133.48,4,0
198.44,-134.79,0.45,0,-0.42,237.83,-133.48,4,0
198.43,-134.77,0.45,0,-0.42,238.44,-133.48,4,0
198.44,-134.79,0.45,0,-0.42,239.04,-133.48,4,0
198.43,-134.79,0.45,0,-0.42,239.64,-133.48,4,0
198.45,-134.79,0.45,0,-0.42,240.3,-133.48,4,0
198.44,-134.79,0.45,0,-0.42,240.95,-133.48,4,0
198.43,-134.78,0.45,0,-0.42,241.61,-133.48,4,0
198.44,-134.77,0.45,0,-0.42,242.21,-133.48,4,0
198.46,-134.78,0.45,0,-0.42,242.87,-133.48,4,0
198.44,-134.76,0.45,0,-0.42,243.48,-133.48,4,0
198.43,-134.78,0.45,0,-0.42,244.13,-133.48,4,0
198.45,-134.77,0.45,0,-0.42,244.79,-133.48,4,0
198.46,-134.8,0.45,0,-0.42,245.39,-133.48,4,0
198.45,-134.78,0.45,0,-0.42,245.99,-133.48,4,0
198.43,-134.78,0.45,0,-0.42,246.59,-133.48,4,0
198.43,-134.77,0.45,0,-0.42,247.25,-133.49,4,0
198.43,-134.8,0.45,0,-0.42,247.85,-133.49,4,0
198.45,-134.79,0.45,0,-0.42,248.45,-133.49,4,0
198.44,-134.78,0.45,0,-0.42,249.11,-133.49,4,0
198.43,-134.77,0.45,0,-0.42,249.72,-133.49,4,0
198.43,-134.79,0.45,0,-0.42,250.37,-133.49,4,0
198.43,-134.77,0.45,0,-0.42,251.03,-133.49,4,0
198.44,-134.78,0.45,0,-0.42,251.63,-133.49,4,0
198.42,-134.79,0.45,0,-0.42,252.29,-133.49,4,0
198.43,-134.79,0.45,0,-0.42,252.89,-133.49,4,0
198.43,-134.77,0.45,0,-0.42,253.56,-133.49,4,0
198.45,-134.79,0.45,0,-0.42,254.21,-133.49,4,0
198.44,-134.78,0.45,0,-0.42,254.87,-133.49,4,0
198.43,-134.78,0.45,0,-0.42,255.47,-133.49,4,0
101.98,-133.43,-0.05,1.47,0.01,127.25,-133.3,4,0
102.28,-133.44,0.1,1.63,-0.01,127.4,-133.31,4,0
102.62,-133.43,0.01,1.83,-0.01,127.7,-133.31,4,0
103.02,-133.42,0.02,1.98,-0.01,128.12,-133.31,4,0
103.42,-133.43,0.02,2.15,-0.01,128.66,-133.31,4,0
103.87,-133.42,-0.03,2.28,0.01,129.26,-133.31,4,0
104.37,-133.41,-0.04,2.49,0.01,129.92,-133.31,4,0
104.85,-133.41,0.01,2.6,0.01,130.52,-133.31,4,0
105.38,-133.41,0.02,2.74,-0.01,131.12,-133.31,4,0
105.94,-133.44,0.01,2.89,0.01,131.72,-133.32,2,0
106.56,-133.4,0.29,3.06,0.04,132.32,-133.32,2,0
107.17,-133.36,0.29,3.2,0.11,132.92,-133.32,2,0
107.87,-133.26,0.21,3.38,0.18,133.58,-133.33,2,0
108.54,-133.12,0.09,3.55,0.22,134.18,-133.34,2,0
109.32,-132.95,-0.01,3.69,0.23,134.84,-133.34,2,0
110.14,-132.77,-0.02,3.88,0.22,135.5,-133.35,2,0
110.99,-132.6,0.07,4.05,0.22,136.16,-133.36,2,0
111.77,-132.4,-0.01,4.21,0.24,136.76,-133.37,2,0
112.7,-132.2,-0.13,4.37,0.22,137.42,-133.38,1,0
113.65,-132,-0.15,4.51,0.17,138.08,-133.39,1,0
114.55,-131.88,-0.08,4.67,0.12,138.68,-133.39,1,0
115.59,-131.78,0.04,4.81,0.12,139.34,-133.4,1,0
116.56,-131.65,0.1,4.95,0.14,139.94,-133.41,1,0
117.55,-131.5,0.1,5.09,0.19,140.54,-133.42,1,0
118.56,-131.29,0.02,5.26,0.21,141.14,-133.42,1,0
119.61,-131.07,0.01,5.42,0.21,141.74,-133.43,1,0
120.77,-130.81,0.02,5.51,0.22,142.4,-133.43,1,0
121.87,-130.59,-0.04,5.55,0.22,143,-133.44,1,0
123.04,-130.33,-0.13,5.55,0.18,143.66,-133.44,2,0
124.16,-130.18,-0.21,5.52,0.11,144.26,-133.44,2,0
125.38,-130.11,-0.27,5.55,-0.01,144.92,-133.44,2,0
126.48,-130.19,-0.25,5.52,-0.12,145.52,-133.44,2,0
127.57,-130.37,-0.17,5.55,-0.21,146.12,-133.44,2,0
128.65,-130.62,-0.09,5.53,-0.27,146.72,-133.44,2,0
129.73,-130.94,-0.01,5.55,-0.3,147.32,-133.44,2,0
130.87,-131.28,0.1,5.52,-0.28,147.98,-133.44,2,0
131.96,-131.57,0.18,5.55,-0.22,148.58,-133.44,2,0
133.14,-131.76,0.26,5.55,-0.12,149.24,-133.44,2,0
134.25,-131.82,0.31,5.55,0.02,149.84,-133.44,2,0
135.34,-131.74,0.23,5.53,0.14,150.44,-133.44,1,0
136.44,-131.55,0.15,5.55,0.22,151.04,-133.44,1,0
137.52,-131.26,0.07,5.55,0.27,151.64,-133.44,1,0
138.58,-130.97,-0.02,5.55,0.29,152.24,-133.44,1,0
139.76,-130.66,-0.11,5.55,0.26,152.9,-133.44,1,0
140.84,-130.41,-0.2,5.52,0.2,153.5,-133.44,1,0
142.04,-130.24,-0.25,5.55,0.09,154.16,-133.44,2,0
143.15,-130.21,-0.22,5.55,-0.02,154.76,-133.44,2,0
144.37,-130.26,-0.14,5.52,-0.11,155.42,-133.44,2,0
145.46,-130.41,-0.06,5.55,-0.16,156.02,-133.44,2,0
146.57,-130.6,0.03,5.55,-0.17,156.62,-133.44,2,0
147.75,-130.79,0.12,5.53,-0.14,157.28,-133.44,2,0
148.87,-130.91,0.17,5.55,-0.07,157.88,-133.44,2,0
149.97,-130.95,0.09,5.52,-0.02,158.48,-133.45,2,0
151.1,-130.94,0.02,5.53,0.02,159.08,-133.45,2,0
152.3,-130.92,-0.08,5.55,0.01,159.74,-133.45,2,0
153.41,-130.92,-0.04,5.52,-0.03,160.34,-133.45,2,0
154.52,-130.96,0.03,5.55,-0.04,160.94,-133.45,2,0
155.72,-131,0.03,5.55,-0.02,161.6,-133.45,2,0
156.83,-131,0.01,5.55,-0.01,162.2,-133.45,2,0
157.94,-131,0.02,5.55,-0.01,162.8,-133.45,2,0
159.18,-131.03,0.01,5.55,-0.01,163.46,-133.45,2,0
160.27,-131.02,0.01,5.53,-0.02,164.06,-133.45,2,0
161.49,-131.05,0.03,5.52,-0.01,164.72,-133.45,2,0
162.61,-131.04,0.03,5.52,-0.01,165.32,-133.45,2,0
163.7,-131.06,0.01,5.55,0.01,165.92,-133.45,2,0
164.82,-131.04,-0.02,5.52,-0.01,166.52,-133.45,2,0
165.91,-131.04,-0.01,5.51,-0.01,167.12,-133.45,2,0
167.13,-131.05,0.01,5.55,-0.01,167.78,-133.45,2,0
168.24,-131.04,0.01,5.55,0.01,168.38,-133.45,2,0
169.38,-131.04,-0.02,5.55,-0.01,168.98,-133.45,2,0
170.58,-131.05,0.01,5.55,-0.01,169.64,-133.45,2,0
171.69,-131.08,0.02,5.55,0.01,170.24,-133.45,2,0
172.91,-131.04,-0.04,5.53,0.01,170.9,-133.45,2,0
174.12,-131.05,-0.03,5.52,-0.02,171.56,-133.45,2,1
174.65,-131.07,-0.02,5.55,-0.02,171.86,-133.45,2,0
176.35,-131.09,0.05,5.55,-0.01,172.76,-133.45,2,0
177.44,-131.08,-0.01,5.55,0.02,173.36,-133.45,2,0
178.56,-131.06,-0.03,5.55,0.01,173.96,-133.45,2,0
179.77,-131.06,-0.04,5.52,-0.01,174.62,-133.45,4,0
180.87,-131.07,-0.12,5.55,-0.04,175.22,-133.45,4,0
181.98,-131.16,-0.2,5.55,-0.1,175.82,-133.45,4,0
183.09,-131.3,-0.22,5.52,-0.19,176.42,-133.45,4,0
184.29,-131.59,-0.13,5.55,-0.27,177.08,-133.45,4,0
185.44,-131.94,-0.04,5.55,-0.31,177.74,-133.45,4,0
186.6,-132.3,0.07,5.55,-0.31,178.4,-133.45,4,0
187.52,-132.58,0.18,3.99,-0.27,179,-133.45,4,0
188.4,-132.8,0.22,4.14,-0.18,179.66,-133.45,4,0
189.32,-132.92,0.07,4.34,-0.12,180.32,-133.46,4,0
190.28,-133.02,0.03,4.49,-0.1,180.98,-133.46,4,0
191.2,-133.11,0.01,4.63,-0.1,181.58,-133.46,4,0
192.2,-133.19,0.03,4.8,-0.09,182.24,-133.46,4,0
193.28,-133.29,0.08,5.04,-0.07,182.9,-133.46,4,0
194.29,-133.33,0.05,5.19,-0.04,183.5,-133.46,4,0
195.45,-133.37,0.03,5.34,-0.03,184.16,-133.46,4,0
196.54,-133.41,0.01,5.53,-0.03,184.76,-133.46,4,0
197.76,-133.42,0.03,5.55,-0.02,185.42,-133.46,4,0
198.85,-133.43,0.01,5.55,-0.01,186.02,-133.46,4,0
200.08,-133.44,0.01,5.53,-0.02,186.68,-133.46,4,0
201.19,-133.45,0.02,5.55,-0.01,187.28,-133.46,4,0
202.39,-133.45,-0.02,5.55,0.01,187.94,-133.46,4,0
203.63,-133.48,0.01,5.52,-0.01,188.6,-133.46,4,0
204.73,-133.44,0.01,5.52,-0.01,189.2,-133.46,4,0
205.94,-133.46,-0.01,5.52,0.01,189.86,-133.46,4,0
207.05,-133.45,-0.03,5.55,0.01,190.46,-133.46,4,0
208.18,-133.48,0.01,5.55,-0.01,191.06,-133.46,4,0
209.26,-133.46,-0.01,5.55,-0.01,191.66,-133.46,4,0
210.38,-133.47,-0.02,5.55,-0.01,192.26,-133.46,4,0
211.49,-133.49,0.01,5.55,-0.01,192.86,-133.46,4,0
212.61,-133.48,0.02,5.55,0.01,193.46,-133.46,4,0
213.72,-133.43,-0.02,5.55,0.01,194.06,-133.46,4,0
214.94,-133.46,-0.03,5.55,-0.01,194.72,-133.46,4,0
216.13,-133.45,-0.02,5.52,-0.01,195.38,-133.46,4,0
102,-133.44,0.12,1.65,-0.01,127.25,-133.3,4,0
102.35,-133.45,0.1,1.87,-0.01,127.43,-133.31,4,0
102.74,-133.42,0.4,2.1,0.03,127.75,-133.31,1,0
103.2,-133.39,0.36,2.33,0.1,128.19,-133.31,1,0
